wiki_title,wiki_pageid,wiki_url,wiki_state,wiki_level,wiki_wikidata_qid,wiki_nces_id,match_method,match_score,nces_school_id,nces_school_name,nces_sector,nces_state,nces_city,nces_low_grade,nces_high_grade
Academy for Excellence in Leadership,18546369,https://en.wikipedia.org/wiki/Academy_for_Excellence_in_Leadership,,high,Q4671398,360009705866,nces_id,100.0,360009705866,ACADEMY FOR EXCELLENCE IN LEADERSHIP,public,NY,brooklyn,09,12
Academy of Arts & Sciences (San Francisco),54344177,https://en.wikipedia.org/wiki/Academy_of_Arts_&_Sciences_(San_Francisco),,high,Q30668394,063441012526,nces_id,100.0,063441012526,Academy (The)- SF @McAteer,public,CA,san francisco,09,12
Academy of Urban Planning,21683368,https://en.wikipedia.org/wiki/Academy_of_Urban_Planning,,high,Q4671540,360009705552,nces_id,100.0,360009705552,ACADEMY OF URBAN PLANNING AND ENGINEERING (THE),public,NY,brooklyn,09,12
Benjamin Banneker Academy,2032639,https://en.wikipedia.org/wiki/Benjamin_Banneker_Academy,,high,Q4888240,360009102315,nces_id,100.0,360009102315,BENJAMIN BANNEKER ACADEMY,public,NY,brooklyn,09,12
Boys and Girls High School,24428056,https://en.wikipedia.org/wiki/Boys_and_Girls_High_School,,high,Q4952707,360009401921,nces_id,100.0,360009401921,BOYS AND GIRLS HIGH SCHOOL,public,NY,brooklyn,09,12
Bronx Theatre High School,5356668,https://en.wikipedia.org/wiki/Bronx_Theatre_High_School,,high,Q4974209,360008705496,nces_id,100.0,360008705496,BRONX THEATRE HIGH SCHOOL,public,NY,bronx,09,12
Brooklyn Preparatory High School,47997178,https://en.wikipedia.org/wiki/Brooklyn_Preparatory_High_School,,high,Q22329562,360011905699,nces_id,100.0,360011905699,BROOKLYN PREPARATORY HIGH SCHOOL,public,NY,brooklyn,09,12
Bryan Adams High School,10891232,https://en.wikipedia.org/wiki/Bryan_Adams_High_School,,high,Q4979933,481623001205,nces_id,100.0,481623001205,BRYAN ADAMS H S LEADERSHIP ACADEMY,public,TX,dallas,09,12
Caney Creek High School,5061675,https://en.wikipedia.org/wiki/Caney_Creek_High_School,,high,Q5032289,481500007401,nces_id,100.0,481500007401,CANEY CREEK H S,public,TX,conroe,09,12
Charlotte Amalie High School,12914831,https://en.wikipedia.org/wiki/Charlotte_Amalie_High_School,,high,Q5085827,780003000005,nces_id,100.0,780003000005,Charlotte Amalie High School,public,VI,saint thomas,09,12
Clara Barton High School,15909144,https://en.wikipedia.org/wiki/Clara_Barton_High_School,,high,Q5125940,360009501937,nces_id,100.0,360009501937,CLARA BARTON HIGH SCHOOL,public,NY,brooklyn,09,12
Dr. Rita Hocog Inos Jr./Sr. High School,56302463,https://en.wikipedia.org/wiki/Dr._Rita_Hocog_Inos_Jr./Sr._High_School,,high,Q48851142,690000200060,nces_id,100.0,690000200060,DR. RITA HOCOG INOS JUNIOR/SENIOR HIGH SCHOOL,public,MP,rota,07,12
East Early College High School,14269102,https://en.wikipedia.org/wiki/East_Early_College_High_School,,high,Q5328266,482364011262,nces_id,100.0,482364011262,EAST EARLY COLLEGE H S,public,TX,houston,09,12
Eisenhower High School (Houston),8315045,https://en.wikipedia.org/wiki/Eisenhower_High_School_(Houston),,high,Q5349920,480771000066,nces_id,100.0,480771000066,EISENHOWER H S,public,TX,houston,09,12
Finneytown Secondary Campus,8843384,https://en.wikipedia.org/wiki/Finneytown_Secondary_Campus,,high,Q5450720,390473302840,nces_id,100.0,390473302840,Finneytown Secondary Campus - Middle and High School,public,OH,cincinnati,07,12
Gregory-Lincoln Education Center,5420940,https://en.wikipedia.org/wiki/Gregory-Lincoln_Education_Center,,middle,Q5606776,482364005495,nces_id,100.0,482364005495,GREGORY-LINCOLN ED CTR,public,TX,houston,PK,08
H. Grady Spruce High School,11740706,https://en.wikipedia.org/wiki/H._Grady_Spruce_High_School,,high,Q5628268,481623001360,nces_id,100.0,481623001360,H GRADY SPRUCE H S,public,TX,dallas,09,12
Haltom High School,11473083,https://en.wikipedia.org/wiki/Haltom_High_School,,high,Q5643619,481023000489,nces_id,100.0,481023000489,HALTOM H S,public,TX,haltom city,09,12
Herbert H. Lehman High School,5683092,https://en.wikipedia.org/wiki/Herbert_H._Lehman_High_School,,high,Q14706352,360008501964,nces_id,100.0,360008501964,HERBERT H LEHMAN HIGH SCHOOL,public,NY,bronx,09,12
High School for Health Professions and Human Services,3075106,https://en.wikipedia.org/wiki/High_School_for_Health_Professions_and_Human_Services,,high,Q5756583,360007700691,nces_id,100.0,360007700691,HIGH SCHOOL FOR HEALTH PROFESSIONS & HUMAN SERVICES,public,NY,new york,09,12
"High School of Enterprise, Business, & Technology",8848099,"https://en.wikipedia.org/wiki/High_School_of_Enterprise,_Business,_&_Technology",,high,Q14706363,360011903091,nces_id,100.0,360011903091,HIGH SCHOOL FOR ENTERPRISE BUSINESS & TECHNOLOGY (THE),public,NY,brooklyn,09,12
Hillcrest High School (Dallas),6293564,https://en.wikipedia.org/wiki/Hillcrest_High_School_(Dallas),,high,Q5762804,481623001277,nces_id,100.0,481623001277,HILLCREST H S,public,TX,dallas,09,12
Houston Academy for International Studies,8915172,https://en.wikipedia.org/wiki/Houston_Academy_for_International_Studies,,high,Q5916349,482364011263,nces_id,100.0,482364011263,HOUSTON ACADEMY FOR INTERNATIONAL STUDIES,public,TX,houston,09,12
IS 318,43033611,https://en.wikipedia.org/wiki/IS_318,,middle,Q17182193,360011902816,nces_id,100.0,360011902816,IS 318 EUGENIO MARIA DE HOSTOS,public,NY,brooklyn,06,08
Innovation Diploma Plus High School,40958000,https://en.wikipedia.org/wiki/Innovation_Diploma_Plus_High_School,,high,Q16892674,360007806145,nces_id,100.0,360007806145,INNOVATION DIPLOMA PLUS,public,NY,new york,10,12
Ivanna Eudora Kean High School,12047044,https://en.wikipedia.org/wiki/Ivanna_Eudora_Kean_High_School,,high,Q6098221,780003000015,nces_id,100.0,780003000015,Ivanna Eudora Kean High School,public,VI,saint thomas,09,12
Judge Barefoot Sanders Law Magnet,5766482,https://en.wikipedia.org/wiki/Judge_Barefoot_Sanders_Law_Magnet,,high,Q7432463,481623005444,nces_id,100.0,481623005444,JUDGE BAREFOOT SANDERS LAW MAGNET,public,TX,dallas,09,12
Julian High School (Chicago),30884579,https://en.wikipedia.org/wiki/Julian_High_School_(Chicago),,high,Q6307249,170993000895,nces_id,100.0,170993000895,Julian High School,public,IL,chicago,09,12
KEYS High School,57128884,https://en.wikipedia.org/wiki/KEYS_High_School,,high,Q54871413,482406006568,nces_id,100.0,482406006568,KEYS H S,public,TX,euless,11,12
Kagman High School,23792547,https://en.wikipedia.org/wiki/Kagman_High_School,,high,Q6346600,690000200073,nces_id,100.0,690000200073,KAGMAN HIGH SCHOOL,public,MP,saipan,09,12
Kathlyn Joy Gilliam Collegiate Academy,33001761,https://en.wikipedia.org/wiki/Kathlyn_Joy_Gilliam_Collegiate_Academy,,high,Q6376953,481623012028,nces_id,100.0,481623012028,KATHLYN JOY GILLIAM COLLEGIATE ACADEMY,public,TX,dallas,09,12
Kingwood High School,4673954,https://en.wikipedia.org/wiki/Kingwood_High_School,,high,Q6413812,482391005502,nces_id,100.0,482391005502,KINGWOOD H S,public,TX,kingwood,09,12
Lake Highlands High School,3613988,https://en.wikipedia.org/wiki/Lake_Highlands_High_School,,high,Q6476167,483702004138,nces_id,100.0,483702004138,LAKE HIGHLANDS H S,public,TX,dallas,09,12
Madison High School (Houston),4278824,https://en.wikipedia.org/wiki/Madison_High_School_(Houston),,high,Q6727999,482364002530,nces_id,100.0,482364002530,MADISON H S,public,TX,houston,09,12
Marianas High School,22000366,https://en.wikipedia.org/wiki/Marianas_High_School,,high,Q6762084,690000200056,nces_id,100.0,690000200056,MARIANAS HIGH SCHOOL,public,MP,saipan,09,12
Miami Edison Senior High School,10359105,https://en.wikipedia.org/wiki/Miami_Edison_Senior_High_School,,high,Q6827311,120039000600,nces_id,100.0,120039000600,MIAMI EDISON SENIOR HIGH SCHOOL,public,FL,miami,09,12
Moisés E. Molina High School,3226816,https://en.wikipedia.org/wiki/Moisés_E._Molina_High_School,,high,Q6894877,481623007565,nces_id,100.0,481623007565,MOISES E MOLINA H S,public,TX,dallas,09,12
North Dallas High School,4359119,https://en.wikipedia.org/wiki/North_Dallas_High_School,,high,Q7055094,481623001324,nces_id,100.0,481623001324,NORTH DALLAS H S,public,TX,dallas,09,12
Northbrook High School,5874715,https://en.wikipedia.org/wiki/Northbrook_High_School,,high,Q7057724,484110004682,nces_id,100.0,484110004682,NORTHBROOK H S,public,TX,houston,09,12
Northside High School (Houston),3927171,https://en.wikipedia.org/wiki/Northside_High_School_(Houston),,high,Q5241902,482364002434,nces_id,100.0,482364002434,NORTHSIDE H S,public,TX,houston,09,12
Oak Hills High School,2199388,https://en.wikipedia.org/wiki/Oak_Hills_High_School,,high,Q7073596,390473702873,nces_id,100.0,390473702873,Oak Hills High School,public,OH,cincinnati,09,12
Oyler High School,42109265,https://en.wikipedia.org/wiki/Oyler_High_School,,high,Q16896314,390437500357,nces_id,100.0,390437500357,Oyler School,public,OH,cincinnati,PK,12
Pharr-San Juan-Alamo High School,10927186,https://en.wikipedia.org/wiki/Pharr-San_Juan-Alamo_High_School,,high,Q7180856,483486003921,nces_id,100.0,483486003921,PSJA EARLY COLLEGE H S,public,TX,san juan,09,12
Preston Hollow Elementary School,9212669,https://en.wikipedia.org/wiki/Preston_Hollow_Elementary_School,,elementary,Q7241914,481623001333,nces_id,100.0,481623001333,PRESTON HOLLOW EL,public,TX,dallas,PK,05
Ralph R. McKee CTE High School,35866062,https://en.wikipedia.org/wiki/Ralph_R._McKee_CTE_High_School,,high,Q7287987,360010302861,nces_id,100.0,360010302861,RALPH R MCKEE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,public,NY,staten island,09,12
Randolph Technical High School,21258076,https://en.wikipedia.org/wiki/Randolph_Technical_High_School,,high,Q4648264,421899000826,nces_id,100.0,421899000826,Randolph A. Philip Area Vocational-Technical High School,public,PA,philadelphia,09,12
Saipan Southern High School,56302644,https://en.wikipedia.org/wiki/Saipan_Southern_High_School,,high,Q48851148,690000200078,nces_id,100.0,690000200078,SAIPAN SOUTHERN HIGH SCHOOL,public,MP,saipan,09,12
School of Education and Social Services,14293531,https://en.wikipedia.org/wiki/School_of_Education_and_Social_Services,,high,Q7432432,481623005441,nces_id,100.0,481623005441,ROSIE SORRELLS EDUCATION AND SOCIAL SERVICES H S,public,TX,dallas,09,12
School of Science and Engineering,4525859,https://en.wikipedia.org/wiki/School_of_Science_and_Engineering,,high,Q7432564,481623003641,nces_id,100.0,481623003641,SCHOOL OF SCIENCE AND ENGINEERING,public,TX,dallas,09,12
Sharpstown International School,3445676,https://en.wikipedia.org/wiki/Sharpstown_International_School,,high,Q7490443,482364002584,nces_id,100.0,482364002584,SHARPSTOWN INTERNATIONAL SCHOOL,public,TX,houston,06,12
Sharyland Pioneer High School,47292821,https://en.wikipedia.org/wiki/Sharyland_Pioneer_High_School,,high,Q24040075,483993012825,nces_id,100.0,483993012825,SHARYLAND PIONEER H S,public,TX,mission,09,12
Shuang Wen School,673532,https://en.wikipedia.org/wiki/Shuang_Wen_School,,middle,Q7504434,360007603508,nces_id,100.0,360007603508,PS 184 SHUANG WEN,public,NY,new york,PK,08
South Oak Cliff High School,3341212,https://en.wikipedia.org/wiki/South_Oak_Cliff_High_School,,high,Q7568054,481623001358,nces_id,100.0,481623001358,SOUTH OAK CLIFF H S,public,TX,dallas,09,12
St. Croix Central High School (Virgin Islands),12983469,https://en.wikipedia.org/wiki/St._Croix_Central_High_School_(Virgin_Islands),,high,Q7587670,780000200030,nces_id,100.0,780000200030,St. Croix Central High School,public,VI,saint croix,09,12
St. Croix Educational Complex,13224869,https://en.wikipedia.org/wiki/St._Croix_Educational_Complex,,high,Q7587674,780000200013,nces_id,100.0,780000200013,St. Croix Educational Complex High School,public,VI,saint croix,09,12
Steinmetz College Prep,11873071,https://en.wikipedia.org/wiki/Steinmetz_College_Prep,,high,Q5081448,170993001139,nces_id,100.0,170993001139,Steinmetz College Prep HS,public,IL,chicago,09,12
Sterling High School (Houston),6104452,https://en.wikipedia.org/wiki/Sterling_High_School_(Houston),,high,Q7611419,482364002592,nces_id,100.0,482364002592,STERLING H S,public,TX,houston,09,12
Strawberry Mansion High School,40252754,https://en.wikipedia.org/wiki/Strawberry_Mansion_High_School,,high,Q16900778,421899003839,nces_id,100.0,421899003839,Strawberry Mansion HS,public,PA,philadelphia,09,12
Susan E. Wagner High School,9867555,https://en.wikipedia.org/wiki/Susan_E._Wagner_High_School,,high,Q7647780,360010302878,nces_id,100.0,360010302878,SUSAN E WAGNER HIGH SCHOOL,public,NY,staten island,09,12
Talent Unlimited High School,9961676,https://en.wikipedia.org/wiki/Talent_Unlimited_High_School,,high,Q7679191,360007701297,nces_id,100.0,360007701297,TALENT UNLIMITED HIGH SCHOOL,public,NY,new york,09,12
Thomas Jefferson T-STEM Early College High School,37979412,https://en.wikipedia.org/wiki/Thomas_Jefferson_T-STEM_Early_College_High_School,,high,Q7791290,483486012225,nces_id,100.0,483486012225,PSJA THOMAS JEFFERSON T-STEM EARLY COLLEGE H S,public,TX,pharr,09,12
Tinian Middle School and Tinian High School,56302525,https://en.wikipedia.org/wiki/Tinian_Middle_School_and_Tinian_High_School,,high,Q48851146,690000200065,nces_id,100.0,690000200065,TINIAN MIDDLE SCHOOL AND HIGH SCHOOL,public,MP,tinian,06,12
W. T. White High School,3143985,https://en.wikipedia.org/wiki/W._T._White_High_School,,high,Q7946014,481623001383,nces_id,100.0,481623001383,W T WHITE H S,public,TX,dallas,09,12
W. W. Samuell High School,5023722,https://en.wikipedia.org/wiki/W._W._Samuell_High_School,,high,Q7946057,481623001379,nces_id,100.0,481623001379,W W SAMUELL H S,public,TX,dallas,09,12
Westchester Academy for International Studies,14133546,https://en.wikipedia.org/wiki/Westchester_Academy_for_International_Studies,,high,Q7987231,484110008831,nces_id,100.0,484110008831,WESTCHESTER ACADEMY FOR INTERNATIONAL STUDIES,public,TX,houston,06,12
William E. Grady CTE High School,23642055,https://en.wikipedia.org/wiki/William_E._Grady_CTE_High_School,,high,Q8008243,360015202888,nces_id,100.0,360015202888,WILLIAM E GRADY CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,public,NY,brooklyn,09,12
Withrow High School,6647898,https://en.wikipedia.org/wiki/Withrow_High_School,,high,Q8028294,390437504284,nces_id,100.0,390437504284,Withrow University High School,public,OH,cincinnati,07,12
A. H. Parker High School,18910215,https://en.wikipedia.org/wiki/A._H._Parker_High_School,Alabama,high,Q4647838,010039000165,nces_id,100.0,010039000165,Parker High School,public,AL,birmingham,09,12
Abbeville Christian Academy,21924544,https://en.wikipedia.org/wiki/Abbeville_Christian_Academy,Alabama,combined,Q4663942,,name_state,100.0,00001026,ABBEVILLE CHRISTIAN ACADEMY,private,AL,abbeville,2,17
Alabama Christian Academy,26820196,https://en.wikipedia.org/wiki/Alabama_Christian_Academy,Alabama,high,Q4705196,,name_state,100.0,00002788,ALABAMA CHRISTIAN ACADEMY,private,AL,montgomery,2,17
Albert P. Brewer High School,5413953,https://en.wikipedia.org/wiki/Albert_P._Brewer_High_School,Alabama,high,Q4710936,010248001696,nces_id,100.0,010248001696,Albert P Brewer High School,public,AL,somerville,09,12
Albertville High School,25884804,https://en.wikipedia.org/wiki/Albertville_High_School,Alabama,high,Q4712302,010000500871,nces_id,100.0,010000500871,Albertville High School,public,AL,albertville,09,12
Alexandria High School (Alabama),11322773,https://en.wikipedia.org/wiki/Alexandria_High_School_(Alabama),Alabama,high,Q4720973,010054000232,nces_id,100.0,010054000232,Alexandria High School,public,AL,alexandria,09,12
Aliceville Elementary and High School,39548925,https://en.wikipedia.org/wiki/Aliceville_Elementary_and_High_School,Alabama,high,Q14678970,,fuzzy,100.0,010273001097,Aliceville Elementary School,public,AL,aliceville,PK,06
Alma Bryant High School,24973508,https://en.wikipedia.org/wiki/Alma_Bryant_High_School,Alabama,high,Q4733525,010237000989,nces_id,100.0,010237000989,Alma Bryant High School,public,AL,irvington,09,12
Altamont School,1620504,https://en.wikipedia.org/wiki/Altamont_School,Alabama,high,Q4736135,,fuzzy,100.0,00001616,THE ALTAMONT SCHOOL,private,AL,birmingham,10,17
American Christian Academy (Alabama),18673036,https://en.wikipedia.org/wiki/American_Christian_Academy_(Alabama),Alabama,high,Q4743377,,name_state,100.0,02001272,AMERICAN CHRISTIAN ACADEMY,private,AL,tuscaloosa,2,17
Andalusia High School,24006241,https://en.wikipedia.org/wiki/Andalusia_High_School,Alabama,high,Q4753522,010006000007,nces_id,100.0,010006000007,Andalusia High School,public,AL,andalusia,09,12
Athens High School (Alabama),10087529,https://en.wikipedia.org/wiki/Athens_High_School_(Alabama),Alabama,high,Q4813491,010012001472,nces_id,100.0,010012001472,Athens High School,public,AL,athens,09,12
Auburn High School (Alabama),2534578,https://en.wikipedia.org/wiki/Auburn_High_School_(Alabama),Alabama,high,Q4819260,010021000036,nces_id,100.0,010021000036,Auburn High School,public,AL,auburn,10,12
Austin High School (Alabama),4560586,https://en.wikipedia.org/wiki/Austin_High_School_(Alabama),Alabama,high,Q4823125,010117000426,nces_id,100.0,010117000426,Austin High School,public,AL,decatur,09,12
Baker High School (Alabama),13805405,https://en.wikipedia.org/wiki/Baker_High_School_(Alabama),Alabama,high,Q4849152,010237000899,nces_id,100.0,010237000899,Baker High School,public,AL,mobile,09,12
Baldwin County High School,7040313,https://en.wikipedia.org/wiki/Baldwin_County_High_School,Alabama,high,Q4850533,010027001810,nces_id,100.0,010027001810,Baldwin County High School,public,AL,bay minette,09,12
Beauregard High School,28270698,https://en.wikipedia.org/wiki/Beauregard_High_School,Alabama,high,Q4877621,010207000790,nces_id,100.0,010207000790,Beauregard High School,public,AL,opelika,09,12
Ben C. Rain High School,73112900,https://en.wikipedia.org/wiki/Ben_C._Rain_High_School,Alabama,high,Q127038607,,name_state,100.0,010237000898,Ben C Rain High School,public,AL,mobile,09,12
Benjamin Russell High School,81727379,https://en.wikipedia.org/wiki/Benjamin_Russell_High_School,Alabama,high,Q137393313,,name_state,100.0,010003000003,Benjamin Russell High School,public,AL,alexander city,09,12
Berry High School,13639896,https://en.wikipedia.org/wiki/Berry_High_School,Alabama,high,Q4894798,010147000521,nces_id,100.0,010147000521,Berry High School,public,AL,berry,07,12
Bessemer City High School (Alabama),48275188,https://en.wikipedia.org/wiki/Bessemer_City_High_School_(Alabama),Alabama,high,Q23302591,010033000087,nces_id,100.0,010033000087,Bessemer City High School,public,AL,bessemer,09,12
Bibb County High School,37896633,https://en.wikipedia.org/wiki/Bibb_County_High_School,Alabama,high,Q52158906,010036000092,nces_id,100.0,010036000092,Bibb County High School,public,AL,centreville,09,12
Billingsley High School,5437585,https://en.wikipedia.org/wiki/Billingsley_High_School,Alabama,high,Q4911976,010024000045,nces_id,100.0,010024000045,Billingsley High School,public,AL,billingsley,PK,12
Bob Jones High School,6725919,https://en.wikipedia.org/wiki/Bob_Jones_High_School,Alabama,high,Q4932962,010000800831,nces_id,100.0,010000800831,Bob Jones High School,public,AL,madison,09,12
"Booker T. Washington High School (Tuskegee, Alabama)",68307358,"https://en.wikipedia.org/wiki/Booker_T._Washington_High_School_(Tuskegee,_Alabama)",Alabama,high,Q110275793,,fuzzy,100.0,010219001811,Booker T Washington High,public,AL,tuskegee,07,12
Booker T. Washington Magnet High School,62623717,https://en.wikipedia.org/wiki/Booker_T._Washington_Magnet_High_School,Alabama,high,Q85748245,010243000504,nces_id,100.0,010243000504,Booker T Washington Magnet High School,public,AL,montgomery,09,12
Brewbaker Technology Magnet High School,24963145,https://en.wikipedia.org/wiki/Brewbaker_Technology_Magnet_High_School,Alabama,high,Q4962624,010243001457,nces_id,100.0,010243001457,Brewbaker Technology Magnet High School,public,AL,montgomery,09,12
Briarwood Christian School,21348507,https://en.wikipedia.org/wiki/Briarwood_Christian_School,Alabama,high,Q4965815,,name_state,100.0,A1500005,BRIARWOOD CHRISTIAN SCHOOL,private,AL,birmingham,2,17
Brooks High School (Alabama),16794699,https://en.wikipedia.org/wiki/Brooks_High_School_(Alabama),Alabama,high,Q4975011,010201000764,nces_id,100.0,010201000764,Brooks High School,public,AL,killen,07,12
Brookwood High School (Alabama),27810638,https://en.wikipedia.org/wiki/Brookwood_High_School_(Alabama),Alabama,high,Q4975224,010339001274,nces_id,100.0,010339001274,Brookwood High School,public,AL,brookwood,09,12
Buckhorn High School,10735667,https://en.wikipedia.org/wiki/Buckhorn_High_School,Alabama,high,Q4983155,010222001683,nces_id,100.0,010222001683,Buckhorn High School,public,AL,new market,09,12
Bullock County High School,66239280,https://en.wikipedia.org/wiki/Bullock_County_High_School,Alabama,high,Q104822343,010048000218,nces_id,100.0,010048000218,Bullock County High School,public,AL,union springs,09,12
Calera High School,4680156,https://en.wikipedia.org/wiki/Calera_High_School,Alabama,high,Q5019531,010303001170,nces_id,100.0,010303001170,Calera High,public,AL,calera,09,12
Carroll High School (Alabama),17687493,https://en.wikipedia.org/wiki/Carroll_High_School_(Alabama),Alabama,high,Q5046579,010264001080,nces_id,100.0,010264001080,Carroll High School,public,AL,ozark,07,12
Center Point High School,30696515,https://en.wikipedia.org/wiki/Center_Point_High_School,Alabama,high,Q5059333,010192000702,nces_id,100.0,010192000702,Center Point High School,public,AL,center point,09,12
"Central High School (Hayneville, Alabama)",67292324,"https://en.wikipedia.org/wiki/Central_High_School_(Hayneville,_Alabama)",Alabama,high,Q106910954,,name_state,100.0,010216000817,Central High School,public,AL,hayneville,09,12
"Central High School (Phenix City, Alabama)",72830934,"https://en.wikipedia.org/wiki/Central_High_School_(Phenix_City,_Alabama)",Alabama,high,Q116730581,,name_state,100.0,010270001088,Central High School,public,AL,phenix city,09,12
"Central High School (Tuscaloosa, Alabama)",12404736,"https://en.wikipedia.org/wiki/Central_High_School_(Tuscaloosa,_Alabama)",Alabama,high,Q5061206,010336001608,nces_id,100.0,010336001608,Central High School,public,AL,tuscaloosa,09,12
Central High School of Clay County,40883862,https://en.wikipedia.org/wiki/Central_High_School_of_Clay_County,Alabama,high,Q16858669,010075002210,nces_id,100.0,010075002210,Central High School of Clay County,public,AL,lineville,09,12
Charles Henderson High School,11946336,https://en.wikipedia.org/wiki/Charles_Henderson_High_School,Alabama,high,Q5078899,010333001602,nces_id,100.0,010333001602,Charles Henderson High School,public,AL,troy,09,12
Chelsea High School (Alabama),8390636,https://en.wikipedia.org/wiki/Chelsea_High_School_(Alabama),Alabama,high,Q5090093,010303001171,nces_id,100.0,010303001171,Chelsea High School,public,AL,chelsea,09,12
Cherokee High School (Alabama),11593916,https://en.wikipedia.org/wiki/Cherokee_High_School_(Alabama),Alabama,high,Q5092158,010084000333,nces_id,100.0,010084000333,Cherokee High School,public,AL,cherokee,07,12
Chilton County High School,3022039,https://en.wikipedia.org/wiki/Chilton_County_High_School,Alabama,high,Q5099226,010066001491,nces_id,100.0,010066001491,Chilton County High School,public,AL,clanton,09,12
Citronelle High School,51193004,https://en.wikipedia.org/wiki/Citronelle_High_School,Alabama,high,Q26258602,010237000906,nces_id,100.0,010237000906,Citronelle High School,public,AL,citronelle,09,12
Clarke County High School (Alabama),22319759,https://en.wikipedia.org/wiki/Clarke_County_High_School_(Alabama),Alabama,high,Q5127472,010072000298,nces_id,100.0,010072000298,Clarke County High School,public,AL,grove hill,09,12
Clarke Preparatory School,56298606,https://en.wikipedia.org/wiki/Clarke_Preparatory_School,Alabama,combined,Q48977398,,name_state,100.0,A0100108,CLARKE PREPARATORY SCHOOL,private,AL,grove hill,2,17
Clay-Chalkville High School,6696194,https://en.wikipedia.org/wiki/Clay-Chalkville_High_School,Alabama,high,Q5129814,010192000469,nces_id,100.0,010192000469,ClayChalkville High School,public,AL,pinson,09,12
Cleburne County High School,61933445,https://en.wikipedia.org/wiki/Cleburne_County_High_School,Alabama,high,Q85790467,,name_state,100.0,010078000318,Cleburne County High School,public,AL,heflin,08,12
Cold Springs High School,10692862,https://en.wikipedia.org/wiki/Cold_Springs_High_School,Alabama,high,Q5142380,010102000374,nces_id,100.0,010102000374,Cold Springs High School,public,AL,bremen,09,12
Coosa Valley Academy,59224557,https://en.wikipedia.org/wiki/Coosa_Valley_Academy,Alabama,high,Q60760344,,fuzzy,100.0,010265001569,Coosa Valley Elementary School,public,AL,cropwell,KG,04
Corner High School,48072599,https://en.wikipedia.org/wiki/Corner_High_School,Alabama,high,Q23302621,010192000698,nces_id,100.0,010192000698,Corner High School,public,AL,dora,09,12
Cullman High School,8639368,https://en.wikipedia.org/wiki/Cullman_High_School,Alabama,high,Q5193049,010099000370,nces_id,100.0,010099000370,Cullman High School,public,AL,cullman,09,12
Dallas County High School,40856872,https://en.wikipedia.org/wiki/Dallas_County_High_School,Alabama,high,Q16989025,010111000397,nces_id,100.0,010111000397,Dallas County High School,public,AL,plantersville,09,12
Danville High School (Alabama),38501587,https://en.wikipedia.org/wiki/Danville_High_School_(Alabama),Alabama,high,Q5221359,010248001042,nces_id,100.0,010248001042,Danville High School,public,AL,danville,09,12
Daphne High School,5630170,https://en.wikipedia.org/wiki/Daphne_High_School,Alabama,high,Q5221613,010027001759,nces_id,100.0,010027001759,Daphne High School,public,AL,daphne,09,12
"Davidson High School (Mobile, Alabama)",11276305,"https://en.wikipedia.org/wiki/Davidson_High_School_(Mobile,_Alabama)",Alabama,high,Q5241655,010237000912,nces_id,100.0,010237000912,WP Davidson High School,public,AL,mobile,09,12
Decatur High School (Alabama),4234242,https://en.wikipedia.org/wiki/Decatur_High_School_(Alabama),Alabama,high,Q5248785,010117000429,nces_id,100.0,010117000429,Decatur High School,public,AL,decatur,09,12
Deshler High School (Alabama),31304143,https://en.wikipedia.org/wiki/Deshler_High_School_(Alabama),Alabama,high,Q25211944,010342001297,nces_id,100.0,010342001297,Deshler High School,public,AL,tuscumbia,09,12
"Dothan High School (Dothan, Alabama)",3371597,"https://en.wikipedia.org/wiki/Dothan_High_School_(Dothan,_Alabama)",Alabama,high,Q7059866,010123001501,nces_id,100.0,010123001501,Dothan High School,public,AL,dothan,10,12
Dothan Preparatory Academy,5925745,https://en.wikipedia.org/wiki/Dothan_Preparatory_Academy,Alabama,high,Q5299434,010123000445,name_state,100.0,010123002480,Dothan Preparatory Academy,public,AL,dothan,07,08
Douglas High School (Alabama),22952588,https://en.wikipedia.org/wiki/Douglas_High_School_(Alabama),Alabama,high,Q5301595,010000600878,nces_id,100.0,010000600878,Douglas High School,public,AL,douglas,09,12
Edgewood Academy,22321069,https://en.wikipedia.org/wiki/Edgewood_Academy,Alabama,high,Q5337880,,name_state,100.0,00001864,EDGEWOOD ACADEMY,private,AL,elmore,2,17
Elkmont High School,79435385,https://en.wikipedia.org/wiki/Elkmont_High_School,Alabama,high,Q133260384,,name_state,100.0,010210001549,Elkmont High School,public,AL,elkmont,06,12
Ellwood Christian Academy,56293569,https://en.wikipedia.org/wiki/Ellwood_Christian_Academy,Alabama,combined,Q48977385,,name_state,100.0,A1592002,ELLWOOD CHRISTIAN ACADEMY,private,AL,selma,3,17
Elmore County High School,30630578,https://en.wikipedia.org/wiki/Elmore_County_High_School,Alabama,high,Q15216491,010129000463,nces_id,100.0,010129000463,Elmore County High School,public,AL,eclectic,09,12
Enterprise High School (Alabama),9795883,https://en.wikipedia.org/wiki/Enterprise_High_School_(Alabama),Alabama,high,Q5380318,010132000476,nces_id,100.0,010132000476,Enterprise High School,public,AL,enterprise,09,12
Enterprise School,47785470,https://en.wikipedia.org/wiki/Enterprise_School,Alabama,,Q24040089,,fuzzy,100.0,010132000476,Enterprise High School,public,AL,enterprise,09,12
